,feature,fscore
0,v75,0.000486381322957
1,v3,0.000619030774673
2,v74,0.00106119561372
3,v110,0.00198974177573
4,v71,0.00229925716307
5,v38,0.0025645560665
6,v129,0.00282985496993
7,v62,0.00291828793774
8,v72,0.00318358684117
9,v31,0.00411213300318
10,v64,0.0042447824549
11,v106,0.0042889989388
12,v96,0.00455429784224
13,v17,0.00459851432614
14,v107,0.00468694729395
15,v105,0.00477538026176
16,v65,0.00495224619738
17,v29,0.005129112133
18,v49,0.00517332861691
19,v81,0.00521754510081
20,v76,0.00526176158472
21,v55,0.00526176158472
22,v112,0.00535019455253
23,v23,0.00535019455253
24,v117,0.00539441103643
25,v77,0.00539441103643
26,v128,0.00539441103643
27,v63,0.00543862752034
28,v108,0.00548284400424
29,v83,0.00552706048815
30,v121,0.00552706048815
31,v43,0.00557127697206
32,v109,0.00561549345596
33,v48,0.00579235939158
34,v51,0.00579235939158
35,v92,0.00583657587549
36,v41,0.00583657587549
37,v54,0.00583657587549
38,v84,0.0059250088433
39,v93,0.0059250088433
40,v91,0.0059250088433
41,v27,0.0059692253272
42,v13,0.00614609126282
43,v26,0.00614609126282
44,v5,0.00623452423063
45,v67,0.00627874071454
46,v60,0.00627874071454
47,v87,0.00636717368235
48,v7,0.00641139016625
49,v15,0.00645560665016
50,v94,0.00645560665016
51,v73,0.00645560665016
52,v33,0.00645560665016
53,v58,0.00649982313406
54,v8,0.00649982313406
55,v25,0.00654403961797
56,v116,0.00658825610187
57,v101,0.00658825610187
58,v130,0.00658825610187
59,v47,0.00658825610187
60,v30,0.00663247258578
61,v11,0.00667668906969
62,v118,0.00667668906969
63,v86,0.00685355500531
64,v89,0.00694198797312
65,v61,0.00694198797312
66,v19,0.00698620445702
67,v46,0.00698620445702
68,v123,0.00703042094093
69,v53,0.00711885390874
70,v59,0.00711885390874
71,v70,0.00720728687655
72,v95,0.00733993632826
73,v80,0.00738415281217
74,v44,0.00742836929607
75,v4,0.00742836929607
76,v98,0.00747258577998
77,v111,0.00751680226388
78,v42,0.00760523523169
79,v2,0.0076494517156
80,v115,0.0076936681995
81,v97,0.0076936681995
82,v124,0.00778210116732
83,v35,0.00778210116732
84,v18,0.00791475061903
85,v104,0.00791475061903
86,v122,0.00800318358684
87,v20,0.00800318358684
88,v127,0.00804740007075
89,v82,0.00809161655465
90,v103,0.00809161655465
91,v90,0.00813583303856
92,v36,0.00813583303856
93,v37,0.00818004952246
94,v100,0.00822426600637
95,v32,0.00826848249027
96,v126,0.00831269897418
97,v119,0.00840113194199
98,v79,0.0084895649098
99,v16,0.00871064732932
100,v45,0.00871064732932
101,v131,0.00893172974885
102,v102,0.00902016271666
103,v78,0.00919702865228
104,v125,0.00928546162009
105,v85,0.0093738945879
106,v57,0.0093738945879
107,v88,0.00941811107181
108,v9,0.00950654403962
109,v1,0.00955076052352
110,v68,0.00968340997524
111,v69,0.00972762645914
112,v39,0.00977184294305
113,v28,0.00981605942695
114,v52,0.0100813583304
115,v113,0.0101697912982
116,v99,0.0101697912982
117,v6,0.0102140077821
118,v120,0.0106119561372
119,v10,0.0110541209763
120,v24,0.0114962858154
121,v14,0.0119826671383
122,v56,0.0139281924301
123,v22,0.0143261407853
124,v114,0.0147683056243
125,v40,0.0149009550761
126,v34,0.0171117792713
127,v66,0.0178192430138
128,v12,0.0179076759816
129,v21,0.0184824902724
130,v50,0.0400601344181
