,feature,fscore
0,v3,0.000170837960195
1,v74,0.000290424532331
2,v110,0.00064918424874
3,v75,0.000802938412915
4,v31,0.000802938412915
5,v38,0.000871273596993
6,v23,0.00100794396515
7,v64,0.00189630135816
8,v76,0.00211839070641
9,v48,0.00228922866661
10,v17,0.00237464764671
11,v106,0.00240881523875
12,v105,0.00240881523875
13,v63,0.00257965319894
14,v129,0.00259673699496
15,v128,0.00268215597506
16,v25,0.00280174254719
17,v96,0.00283591013923
18,v46,0.00293841291535
19,v29,0.00293841291535
20,v117,0.00319466985564
21,v121,0.0032459212437
22,v33,0.0032459212437
23,v83,0.00328008883574
24,v67,0.00328008883574
25,v8,0.00328008883574
26,v95,0.00338259161186
27,v41,0.0034167592039
28,v43,0.00345092679593
29,v54,0.00360468096011
30,v104,0.00362176475613
31,v93,0.00365593234817
32,v109,0.00370718373623
33,v60,0.00372426753225
34,v51,0.00375843512428
35,v89,0.00379260271632
36,v55,0.00384385410438
37,v65,0.0038609379004
38,v92,0.00389510549244
39,v73,0.00389510549244
40,v130,0.0039463568805
41,v26,0.00401469206458
42,v59,0.00413427863671
43,v87,0.00415136243273
44,v100,0.00415136243273
45,v49,0.00415136243273
46,v5,0.00418553002477
47,v13,0.00420261382079
48,v111,0.00420261382079
49,v77,0.00423678141283
50,v116,0.00430511659691
51,v84,0.00435636798497
52,v123,0.00440761937302
53,v108,0.00442470316904
54,v72,0.00445887076108
55,v32,0.00452720594516
56,v61,0.00454428974118
57,v15,0.00457845733322
58,v58,0.00461262492526
59,v118,0.0046467925173
60,v81,0.00466387631332
61,v124,0.00471512770138
62,v97,0.00480054668147
63,v94,0.00480054668147
64,v7,0.00485179806953
65,v47,0.00490304945759
66,v86,0.00497138464167
67,v62,0.00497138464167
68,v44,0.00502263602973
69,v20,0.00507388741778
70,v37,0.0050909712138
71,v4,0.00510805500982
72,v85,0.0051763901939
73,v19,0.00521055778594
74,v70,0.00521055778594
75,v115,0.005261809174
76,v42,0.00529597676604
77,v101,0.00533014435808
78,v36,0.00533014435808
79,v2,0.00536431195012
80,v35,0.00543264713419
81,v18,0.00550098231827
82,v53,0.0057914068506
83,v119,0.00582557444264
84,v11,0.00584265823866
85,v80,0.00584265823866
86,v27,0.00584265823866
87,v68,0.00585974203468
88,v102,0.00585974203468
89,v1,0.00585974203468
90,v71,0.00591099342274
91,v122,0.00591099342274
92,v103,0.00594516101478
93,v45,0.00594516101478
94,v28,0.00597932860682
95,v69,0.00608183138293
96,v131,0.00608183138293
97,v9,0.00609891517895
98,v90,0.00611599897497
99,v126,0.00615016656701
100,v57,0.00616725036303
101,v16,0.00618433415905
102,v39,0.00618433415905
103,v88,0.00621850175109
104,v99,0.00642350730332
105,v98,0.00645767489536
106,v82,0.00656017767148
107,v78,0.00667976424361
108,v127,0.00671393183565
109,v120,0.00681643461177
110,v66,0.0071068591441
111,v79,0.00831980866148
112,v6,0.00876398735799
113,v24,0.0100965234475
114,v107,0.0105919535321
115,v30,0.0112582215768
116,v91,0.0127957632186
117,v10,0.0172204663876
118,v112,0.0197317844025
119,v113,0.0209618177159
120,v52,0.0212522422482
121,v125,0.0264286324421
122,v56,0.0288032800888
123,v14,0.0302554027505
124,v114,0.0313658494918
125,v34,0.0361493123772
126,v40,0.0364739045016
127,v12,0.0410011104467
128,v21,0.0441616127103
129,v22,0.0494575894764
130,v50,0.0495259246605
