,feature,fscore
0,na_count,0.000711772999165
1,v3,0.000876028306665
2,v75,0.00101290772958
3,v23,0.00177943249791
4,v74,0.00214900693979
5,v64,0.00242276578562
6,v76,0.00275127640062
7,v110,0.0031071629002
8,v17,0.00312085084249
9,v71,0.00314822672708
10,v48,0.00328510614999
11,v81,0.00347673734208
12,v8,0.00357255293812
13,v38,0.00361361676499
14,v62,0.00362730470728
15,v106,0.00372312030332
16,v95,0.0037641841302
17,v105,0.00379156001478
18,v41,0.00402425503374
19,v96,0.0040926947452
20,v25,0.00410638268749
21,v63,0.00421588622582
22,v128,0.00421588622582
23,v67,0.00424326211041
24,v46,0.00424326211041
25,v83,0.00431170182187
26,v31,0.00432538976416
27,v109,0.00433907770645
28,v129,0.00440751741791
29,v89,0.00455808478311
30,v121,0.00455808478311
31,v43,0.00457177272541
32,v29,0.0045854606677
33,v108,0.00462652449457
34,v84,0.00472234009061
35,v60,0.00472234009061
36,v104,0.0049139712827
37,v54,0.00494134716728
38,v117,0.00498241099416
39,v92,0.00500978687874
40,v61,0.00511929041707
41,v26,0.00511929041707
42,v93,0.00520141807082
43,v65,0.00521510601311
44,v77,0.00521510601311
45,v130,0.00526985778228
46,v13,0.00544780103207
47,v11,0.00547517691665
48,v51,0.00550255280124
49,v73,0.00558468045499
50,v33,0.00558468045499
51,v49,0.00563943222415
52,v116,0.00568049605103
53,v72,0.0057215598779
54,v55,0.00577631164707
55,v124,0.00587212724311
56,v111,0.00594056695457
57,v107,0.00596794283915
58,v5,0.00600900666603
59,v39,0.0060500704929
60,v101,0.00606375843519
61,v115,0.00610482226207
62,v44,0.00613219814665
63,v7,0.00617326197353
64,v70,0.00626907756957
65,v37,0.00629645345415
66,v58,0.00633751728103
67,v15,0.00635120522332
68,v100,0.00635120522332
69,v27,0.00636489316561
70,v97,0.0063785811079
71,v32,0.00641964493478
72,v87,0.00646070876165
73,v4,0.00676184349207
74,v59,0.00677553143436
75,v36,0.00681659526123
76,v118,0.00683028320353
77,v123,0.00683028320353
78,v98,0.00688503497269
79,v80,0.00709035410707
80,v1,0.00710404204936
81,v53,0.00717248176082
82,v2,0.00718616970311
83,v19,0.00721354558769
84,v94,0.00721354558769
85,v86,0.00725460941457
86,v131,0.00730936118373
87,v30,0.00730936118373
88,v20,0.00733673706832
89,v35,0.00735042501061
90,v16,0.00737780089519
91,v82,0.00740517677977
92,v103,0.00741886472207
93,v18,0.00761049591415
94,v119,0.00765155974102
95,v91,0.00778843916394
96,v90,0.00780212710623
97,v42,0.00791163064457
98,v45,0.00791163064457
99,v28,0.00798007035602
100,v68,0.00813063772123
101,v126,0.0081853894904
102,v69,0.00819907743269
103,v122,0.00836333274019
104,v85,0.00845914833623
105,v78,0.00850021216311
106,v57,0.00869184335519
107,v9,0.00870553129748
108,v102,0.00874659512435
109,v47,0.00922567310456
110,v120,0.00966368725789
111,v127,0.00977319079623
112,v88,0.00995113404602
113,v112,0.0103617723148
114,v99,0.0110598573716
115,v79,0.0110872332562
116,v6,0.0115252474096
117,v125,0.0123054601202
118,v113,0.0124697154277
119,v52,0.0139480131952
120,v10,0.0143997152908
121,v24,0.0151936159437
122,v14,0.0165760981152
123,v22,0.0181228355941
124,v114,0.0196695730731
125,v56,0.0198201404383
126,v34,0.0206687928604
127,v40,0.0223934735891
128,v12,0.0230231189345
129,v21,0.0232968777804
130,v66,0.0237622678183
131,v50,0.0466758832145
