,feature,fscore
0,v3,0.000257997936017
1,v74,0.000343997248022
2,v110,0.000601995184039
3,v75,0.00100332530673
4,v38,0.00114665749341
5,v23,0.00134732255475
6,v31,0.00140465542942
7,v64,0.00189198486412
8,v76,0.00192065130146
9,v128,0.00229331498681
10,v129,0.00257997936017
11,v106,0.00275197798418
12,v96,0.00289531017085
13,v17,0.00306730879486
14,v46,0.00306730879486
15,v63,0.0030959752322
16,v105,0.00321064098154
17,v41,0.00323930741887
18,v67,0.00341130604288
19,v92,0.00349730535489
20,v25,0.00355463822956
21,v8,0.0035833046669
22,v89,0.00361197110423
23,v77,0.00372663685357
24,v109,0.00372663685357
25,v48,0.00375530329091
26,v65,0.00378396972824
27,v43,0.00381263616558
28,v83,0.00384130260291
29,v29,0.00386996904025
30,v54,0.00389863547758
31,v95,0.00398463478959
32,v33,0.00401330122692
33,v72,0.00404196766426
34,v60,0.00409930053893
35,v130,0.0041566334136
36,v93,0.00421396628827
37,v51,0.00421396628827
38,v121,0.00429996560028
39,v32,0.00447196422429
40,v86,0.00450063066162
41,v55,0.00450063066162
42,v116,0.00452929709896
43,v117,0.00455796353629
44,v87,0.00493062722165
45,v73,0.00493062722165
46,v26,0.00493062722165
47,v37,0.00493062722165
48,v111,0.00495929365898
49,v62,0.00495929365898
50,v81,0.00498796009632
51,v15,0.00501662653365
52,v118,0.00501662653365
53,v108,0.00501662653365
54,v49,0.00501662653365
55,v42,0.00504529297099
56,v4,0.00507395940832
57,v19,0.00510262584566
58,v61,0.00515995872033
59,v94,0.00515995872033
60,v104,0.00515995872033
61,v123,0.00530329090701
62,v97,0.00533195734434
63,v84,0.00536062378168
64,v71,0.00538929021901
65,v59,0.00544662309368
66,v47,0.00550395596835
67,v101,0.00553262240569
68,v100,0.00564728815503
69,v124,0.00573328746703
70,v5,0.00573328746703
71,v58,0.0057906203417
72,v13,0.00590528609104
73,v35,0.00593395252838
74,v115,0.00604861827772
75,v70,0.00607728471506
76,v80,0.00613461758973
77,v11,0.0061919504644
78,v102,0.0062779497764
79,v36,0.0062779497764
80,v119,0.00630661621374
81,v18,0.00650728127508
82,v44,0.00653594771242
83,v103,0.00656461414975
84,v7,0.00656461414975
85,v126,0.00659328058709
86,v98,0.00665061346176
87,v53,0.00665061346176
88,v39,0.00665061346176
89,v20,0.00670794633643
90,v90,0.00673661277376
91,v27,0.00673661277376
92,v68,0.0067652792111
93,v66,0.00685127852311
94,v9,0.00687994496044
95,v85,0.00690861139778
96,v122,0.00690861139778
97,v28,0.00693727783511
98,v127,0.00702327714712
99,v82,0.00708061002179
100,v131,0.00728127508313
101,v2,0.0073386079578
102,v99,0.00736727439514
103,v45,0.00739594083247
104,v78,0.00742460726981
105,v16,0.00753927301915
106,v88,0.00771127164316
107,v1,0.00785460382984
108,v69,0.00802660245385
109,v79,0.00819860107786
110,v57,0.00822726751519
111,v107,0.0083992661392
112,v91,0.00862859763789
113,v120,0.00891526201124
114,v24,0.00928792569659
115,v6,0.010262584566
116,v30,0.0107212475634
117,v112,0.015995872033
118,v52,0.0175438596491
119,v10,0.0178591904598
120,v113,0.0200091732599
121,v56,0.0225891526201
122,v125,0.0242518059856
123,v14,0.026172457287
124,v114,0.026516454535
125,v40,0.0310170851967
126,v34,0.0316190803807
127,v21,0.0367503726637
128,v12,0.0372377020984
129,v22,0.0391583533998
130,v50,0.0433436532508
