,feature,fscore
0,v3,0.000132898214734
1,v74,0.00023626349286
2,v110,0.00054635932724
3,v38,0.000634958137062
4,v75,0.00107795218618
5,v31,0.00123300010337
6,v64,0.00147664683038
7,v76,0.00170552708909
8,v23,0.0017793594306
9,v106,0.00186057500628
10,na_count,0.00192702411364
11,v48,0.00229618582124
12,v129,0.00238478463106
13,v63,0.00239216786521
14,v105,0.00256936548486
15,v96,0.00285731161678
16,v17,0.00287946131924
17,v46,0.00287946131924
18,v33,0.00308619187549
19,v128,0.0031157248121
20,v100,0.00319694038777
21,v95,0.00319694038777
22,v41,0.00320432362192
23,v29,0.00321170685607
24,v121,0.00346273681724
25,v89,0.00359563503197
26,v67,0.00360301826612
27,v83,0.0036990003101
28,v25,0.00370638354425
29,v65,0.00378759911992
30,v93,0.00378759911992
31,v81,0.00383928175898
32,v73,0.00386143146144
33,v116,0.00388358116389
34,v8,0.00388358116389
35,v130,0.0038983476322
36,v92,0.00394264703711
37,v77,0.00399432967617
38,v43,0.00406077878354
39,v49,0.00407554525184
40,v104,0.00412722789091
41,v60,0.00413461112506
42,v54,0.00414199435921
43,v55,0.00415676082751
44,v84,0.00416414406166
45,v26,0.00425274287149
46,v72,0.00427489257394
47,v13,0.00428227580809
48,v115,0.00434134168131
49,v123,0.00434872491546
50,v51,0.00437087461792
51,v32,0.00438564108622
52,v108,0.00441517402283
53,v117,0.00442255725698
54,v118,0.00443732372528
55,v15,0.00447423989604
56,v101,0.00448900636435
57,v94,0.00448900636435
58,v61,0.00451853930096
59,v109,0.00451853930096
60,v111,0.00459237164247
61,v4,0.00474741955966
62,v62,0.00479171896458
63,v36,0.00479910219873
64,v5,0.00491723394516
65,v87,0.00495415011592
66,v58,0.00495415011592
67,v59,0.00499844952083
68,v27,0.00510919803311
69,v124,0.00513134773556
70,v20,0.00513873096971
71,v44,0.00514611420387
72,v47,0.00516826390632
73,v7,0.00521256331123
74,v86,0.00522732977954
75,v35,0.00525686271614
76,v19,0.0052790124186
77,v71,0.00533807829181
78,v37,0.00533807829181
79,v97,0.00535284476012
80,v98,0.00544882680409
81,v53,0.00552265914561
82,v11,0.00553004237976
83,v103,0.00560387472128
84,v122,0.00562602442374
85,v2,0.00568509029695
86,v70,0.0058475214483
87,v45,0.00597303642888
88,v18,0.00598041966303
89,v119,0.00598041966303
90,v42,0.00599518613133
91,v131,0.006076401707
92,v80,0.00608378494116
93,v68,0.00608378494116
94,v1,0.00609855140946
95,v9,0.00609855140946
96,v102,0.00611331787776
97,v28,0.00617238375098
98,v90,0.00623883285835
99,v39,0.00625359932665
100,v127,0.00632743166817
101,v85,0.00641603047799
102,v66,0.00648247958536
103,v16,0.00648986281951
104,v82,0.00656369516103
105,v88,0.0066301442684
106,v57,0.00671874307822
107,v99,0.00683687482465
108,v69,0.00688117422956
109,v78,0.00707313831751
110,v126,0.00731678504452
111,v120,0.00807725816217
112,v79,0.0085940845528
113,v6,0.00860146778695
114,v30,0.00949483911933
115,v24,0.0109124200765
116,v107,0.0137032825859
117,v113,0.0141610431033
118,v10,0.0164498456904
119,v91,0.0179117260525
120,v56,0.0214778281478
121,v112,0.0252506607995
122,v114,0.0278274095185
123,v52,0.0296363018857
124,v14,0.0303672420667
125,v125,0.0303672420667
126,v40,0.0333279189616
127,v34,0.035240176607
128,v12,0.0397734823762
129,v21,0.0405634884305
130,v22,0.0423502310952
131,v50,0.0446021175116
