,feature,fscore
0,v3_pct,3.13041533904e-05
1,v110_pct,0.000103974509475
2,v74_pct,0.00010732852591
3,v3,0.00010732852591
4,v31_pct,0.000172172843647
5,v74,0.000231427133993
6,v75_pct,0.000253787243557
7,v110,0.000393537928336
8,v31,0.000507574487115
9,v38,0.00064285314998
10,v23,0.00110347140701
11,v31_pct_v47,0.00111688747275
12,na_count,0.00118508580692
13,v129,0.00122980602605
14,v75,0.00134719660126
15,v71_pct,0.00138409078204
16,v47_pct,0.00154396556543
17,v107_pct,0.00166694616804
18,v64,0.00174297054056
19,v76,0.00196433562524
20,v66_pct,0.00205824808542
21,v106,0.00218346469898
22,v24_pct,0.00224719101124
23,v72,0.00244507798088
24,v62,0.00248644418358
25,v47,0.00264855497792
26,v48,0.00267091508748
27,v79_pct,0.00267426910392
28,v105,0.00279165967913
29,v123_v48,0.00288221812287
30,v96,0.0030242048186
31,v63,0.00324780591425
32,v128,0.00329923416625
33,v66,0.00338420258259
34,v29,0.00341327072503
35,v46,0.00353066130024
36,v71,0.0035328973112
37,v130,0.00364134384258
38,v8,0.00372854826989
39,v121,0.00373078428084
40,v67,0.00375090837945
41,v33,0.00375426239589
42,v17,0.00377215048354
43,v91_pct,0.00377662250545
44,v93,0.00381687070267
45,v95,0.00382469674101
46,v41,0.0038817150204
47,v85_v51,0.00388283302588
48,v100,0.00397339146962
49,v81,0.00398233551344
50,v65,0.00407401196266
51,v77,0.00413103024205
52,v25,0.00414221029683
53,v83,0.00415450835709
54,v73,0.00416568841187
55,v89,0.004184694505
56,v117,0.00418693051596
57,v61,0.00419028453239
58,v54,0.00425624685561
59,v123,0.00428531499804
60,v32,0.00437363743082
61,v92,0.00439487953491
62,v51,0.00441276762256
63,v87,0.00447649393482
64,v116,0.00450891609369
65,v101,0.00452568617586
66,v104,0.00454133825256
67,v43,0.00454133825256
68,v79,0.00454357426351
69,v26,0.00455140030186
70,v60,0.00456258035664
71,v109,0.00456705237856
72,v84,0.00457935043882
73,v49,0.00467661691542
74,v108,0.00471015707977
75,v55,0.00480406953994
76,v111,0.00486891385768
77,v30,0.00489574598916
78,v59,0.00490692604394
79,v13,0.00493487618089
80,v124,0.00496059030689
81,v4,0.00497400637263
82,v94,0.00502208060819
83,v119,0.00503661467941
84,v15,0.0051294091341
85,v97,0.00515288724915
86,v5,0.00518754541897
87,v7,0.00521773156688
88,v44,0.00522443959975
89,v118,0.00527474984627
90,v58,0.00532170607636
91,v115,0.00535301022975
92,v19,0.00535412823523
93,v20,0.00538543238862
94,v86,0.00545363072279
95,v98,0.00546928279949
96,v11,0.00547599083236
97,v53,0.00559449941305
98,v30_pct,0.00564592766505
99,v70,0.00567164179104
100,v103,0.00568393985131
101,v37,0.00574654815809
102,v36,0.00575102018
103,v35,0.00579238638269
104,v2,0.00583039856895
105,v131,0.00585499468947
106,v80,0.00594219911678
107,v42,0.00595673318799
108,v27,0.0059768572866
109,v68,0.00600704343451
110,v90,0.00605064564816
111,v85,0.00608530381799
112,v122,0.00608530381799
113,v45,0.00609089384538
114,v82,0.00612443400973
115,v126,0.00615573816312
116,v88,0.00623623455755
117,v9,0.00634915311085
118,v39,0.00635027111633
119,v18,0.0064084074012
120,v127,0.00641511543407
121,v102,0.00643076751076
122,v113,0.00651014589971
123,v16,0.00652020794902
124,v1,0.00655933814076
125,v47_pct_v113,0.00660070434345
126,v28,0.00669461680362
127,v120,0.00677958521997
128,v78,0.0068086533624
129,v24,0.00690703784449
130,v99,0.00696517412935
131,v113_pct_v119,0.00701324836492
132,v57,0.00712840292917
133,v69,0.00737995416178
134,v6,0.00789311867628
135,v56_v62,0.00882441723964
136,v129_v10,0.00904466431886
137,v56,0.00909497456538
138,v107,0.00931186762815
139,v112_pct,0.009910000559
140,v113_pct,0.0101481357259
141,v10,0.0106031639555
142,v91,0.0111621666946
143,v22_pct,0.0113332215328
144,v52_pct,0.0122768181564
145,v14_v31,0.0122801721728
146,v56_pct,0.0125227793616
147,v112,0.015583878361
148,v125_pct,0.0161003968919
149,v114_v34,0.0162077254179
150,v14,0.0179652300296
151,v52,0.0183632399799
152,v114,0.0187791380178
153,v125,0.0201375146738
154,v34,0.0207680697635
155,v40,0.0213047123931
156,v21_v72,0.0224931522164
157,v21,0.0226071887752
158,v12,0.0258125104813
159,v22,0.0264229414724
160,v50,0.0329319693666
