,feature,fscore
0,v3,0.000211852165707
1,v74,0.000243950978693
2,v38,0.000532840295566
3,v110,0.00102716201555
4,v31,0.00107210035373
5,v75,0.00145086634696
6,v64,0.00164345922488
7,v23,0.00172049637604
8,v76,0.00178469400202
9,v129,0.00203506474331
10,na_count,0.00211852165707
11,v106,0.00218271928304
12,v48,0.00229185524719
13,v96,0.00277975720458
14,v63,0.00285679435574
15,v105,0.00302370818327
16,v46,0.00308148604665
17,v128,0.00310716509703
18,v33,0.00330617773755
19,v95,0.0034217334643
20,v29,0.00352444966585
21,v17,0.00358864729182
22,v41,0.00359506705442
23,v93,0.00369136349338
24,v25,0.00372346230636
25,v92,0.00373630183156
26,v100,0.00375556111935
27,v43,0.00379407969493
28,v83,0.0038646970835
29,v8,0.0038646970835
30,v130,0.00389037613389
31,v89,0.00390321565908
32,v111,0.00390963542168
33,v60,0.00393531447207
34,v77,0.00393531447207
35,v121,0.00394173423467
36,v49,0.00395457375986
37,v73,0.00396741328506
38,v65,0.00403803067363
39,v81,0.00411506782479
40,v67,0.00411506782479
41,v54,0.00412790734999
42,v32,0.00421778402635
43,v104,0.00423062355154
44,v61,0.00424346307674
45,v94,0.00427556188972
46,v13,0.00438469785387
47,v44,0.00439111761647
48,v101,0.00440395714166
49,v55,0.00443605595465
50,v66,0.00446815476764
51,v108,0.00449383381803
52,v27,0.00457087096919
53,v84,0.00463506859516
54,v72,0.00468000693334
55,v123,0.00468000693334
56,v51,0.00468000693334
57,v5,0.00468000693334
58,v118,0.00469284645854
59,v11,0.00471852550893
60,v116,0.0047698836097
61,v35,0.0047698836097
62,v26,0.0047891428975
63,v4,0.0047891428975
64,v62,0.00480840218529
65,v109,0.00484050099827
66,v117,0.00491753814944
67,v86,0.00494321719983
68,v18,0.00496247648762
69,v58,0.0050074148258
70,v47,0.0050138345884
71,v36,0.00502667411359
72,v115,0.00507161245177
73,v87,0.00513581007774
74,v1,0.00530272390527
75,v7,0.00534766224345
76,v19,0.00536692153124
77,v15,0.00539260058163
78,v85,0.00542469939462
79,v124,0.00543111915721
80,v103,0.00548247725799
81,v20,0.00548889702059
82,v97,0.00549531678319
83,v37,0.00550173654578
84,v71,0.00562371203513
85,v122,0.00564297132292
86,v119,0.00564939108552
87,v42,0.00564939108552
88,v9,0.00566865037331
89,v59,0.0057007491863
90,v90,0.00571358871149
91,v98,0.00572642823668
92,v102,0.00573284799928
93,v127,0.00584198396343
94,v53,0.00599605826577
95,v70,0.00600889779096
96,v2,0.00604741636654
97,v57,0.0061501325681
98,v131,0.00615655233069
99,v82,0.00620791043147
100,v80,0.00624000924446
101,v69,0.00624642900706
102,v88,0.00629778710783
103,v68,0.00631704639562
104,v39,0.00644544164757
105,v78,0.00646470093536
106,v45,0.00654173808653
107,v16,0.00666371357587
108,v126,0.00668939262626
109,v28,0.00671507167665
110,v99,0.006837047166
111,v6,0.0081851973114
112,v79,0.00826865422517
113,v120,0.00837137042672
114,v30,0.00866025974359
115,v24,0.01040643517
116,v107,0.0134301433533
117,v113,0.0152405164057
118,v91,0.0162099005579
119,v10,0.0175644704659
120,v56,0.0207743517645
121,v112,0.0275728803549
122,v14,0.0290815245652
123,v52,0.0296400439112
124,v114,0.0305580699626
125,v125,0.0315595529277
126,v40,0.0317393062805
127,v34,0.0371190673369
128,v22,0.0397575897643
129,v21,0.0401042569446
130,v50,0.0406563565279
131,v12,0.0412983327877
